year,domestic_space,domestic_water,services_space,services_water,hdd
2008,76.7231,19.4686,49.1949,3.9775,0.0
2009,78.9212,17.1659,50.4509,4.0821,0.0
2010,92.4236,18.5266,55.7891,4.0821,0.0
2011,72.1176,16.1192,45.7408,3.6635,0.0
2012,77.7698,16.4332,49.1949,3.7681,0.0
2013,82.5846,17.3752,50.4509,3.7681,0.0
