year,domestic_space,domestic_water,services_space,services_water,hdd
2008,68.4542,9.5250,31.0870,3.2448,0.0
2009,63.2207,9.6296,30.3543,3.1401,0.0
2010,71.2803,9.7343,34.3318,3.2448,0.0
2011,57.5685,10.1530,30.1450,2.8261,0.0
2012,61.8600,10.0483,30.8777,2.9308,0.0
2013,68.2448,10.2577,33.2851,3.1401,0.0
