year,domestic_space,domestic_water,services_space,services_water,hdd
2008,36.0065,8.2689,17.0612,1.6747,0.0
2009,38.4139,8.2689,19.5733,1.6747,0.0
2010,43.7521,8.2689,21.3527,1.6747,0.0
2011,36.8438,8.1643,18.7359,1.5700,0.0
2012,40.0886,8.1643,20.4107,1.6747,0.0
2013,37.1578,8.2689,18.8406,1.5700,0.0
