year,domestic_space,domestic_water,services_space,services_water,hdd
2008,44.4848,9.3156,19.8873,2.5121,0.0
2009,44.4848,9.2110,18.0032,2.5121,0.0
2010,50.2416,9.3156,20.3060,2.5121,0.0
2011,43.2287,9.3156,19.5733,2.5121,0.0
2012,44.5894,9.6296,19.0499,2.4074,0.0
2013,46.4735,9.6296,19.1546,2.4074,0.0
