year,domestic_space,domestic_water,services_space,services_water,hdd
2008,41.9727,8.3736,21.1433,2.8261,0.0
2009,40.1933,8.0596,16.5379,3.2448,0.0
2010,44.6941,8.8970,19.5733,2.9308,0.0
2011,39.9839,8.8970,17.7939,2.7214,0.0
2012,41.7633,9.1063,17.3752,2.6168,0.0
2013,45.3221,9.5250,17.3752,2.6168,0.0
