year,domestic_space,domestic_water,services_space,services_water,hdd
2008,306.0551,41.2400,100.4832,16.9565,0.0
2009,305.5317,41.1353,101.3206,17.3752,0.0
2010,316.4174,38.7279,116.0790,17.4799,0.0
2011,262.0937,41.1353,85.8294,16.4332,0.0
2012,296.0068,40.9260,99.7505,17.2706,0.0
2013,311.9166,41.0306,105.2980,17.5846,0.0
