year,domestic_space,domestic_water,services_space,services_water,hdd
2008,18.8406,1.9887,2.6168,0.9420,0.0
2009,19.2593,1.9887,2.6168,0.9420,0.0
2010,20.2013,2.1981,2.9308,0.9420,0.0
2011,18.8406,2.3027,2.7214,0.9420,0.0
2012,18.0032,2.1981,2.5121,0.9420,0.0
2013,17.6892,2.0934,2.4074,0.8374,0.0
