year,domestic_space,domestic_water,services_space,services_water,hdd
2008,41.8680,10.2577,8.4783,2.6168,0.0
2009,40.2980,10.3623,8.7923,2.7214,0.0
2010,40.9260,10.1530,9.2110,2.7214,0.0
2011,38.7279,9.8390,9.0016,2.6168,0.0
2012,39.8793,7.4316,8.8970,2.5121,0.0
2013,37.6812,7.4316,8.6876,2.6168,0.0
