year,domestic_space,domestic_water,services_space,services_water,hdd
2008,107.8101,45.5314,37.0532,10.5717,0.0
2009,107.1821,46.5782,38.8326,10.7810,0.0
2010,121.7312,49.6136,46.5782,10.6763,0.0
2011,108.2288,46.1595,41.5540,10.1530,0.0
2012,110.9502,47.1015,42.7054,10.0483,0.0
2013,155.5396,46.8922,41.1353,9.7343,0.0
